,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
320,0.0009969333,0.00024,0.0020883033,0.000305,0.17,0.015923074,50346,0.0217061857,0.0203178,0.003205114,0.0025597,0.1233333333,0.079533021,0.0747055406,0.039415091,0.0607305041,0,rest_1,session_1,UM_1,1.0719547704,1.0570865819,0.0859797847,0.0234113712,0.1060272618,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
321,0.0009696333,0.00025,0.0034829928,0.0003725,0.16,0.0420244349,50347,0.024334133,0.0233552,0.0033220755,0.002404525,0.1,0.0540443123,0.0458125272,0.0359038416,0.0378286453,0.0466666667,rest_1,session_1,UM_1,1.0478042334,1.0299265542,0.1725310506,0.0401337793,0.168241371,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
322,0.0010775333,0.00029,0.0024923809,0.001015,0.0733333333,0.0389651003,50348,0.0388340477,0.03786175,0.0035432067,0.003648375,0.0266666667,0.072187807,0.0579355858,0.0463510762,0.0491239427,0.05,rest_1,session_1,UM_1,1.0420378201,0.9971590977,0.1866929053,0.0468227425,0.1971247202,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
323,0.0012734667,0.000425,0.0026091535,0.0012825,0.08,0.028449609,50349,0.0261513377,0.02573145,0.0021675769,0.002682525,0.0233333333,0.0470870172,0.0336836488,0.0456548565,0.0303413122,0.0833333333,rest_1,session_1,UM_1,1.0835534926,1.0451584074,0.1884168979,0.0635451505,0.185413355,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
324,0.0014954667,0.00029,0.002939012,0.00058,0.19,0.0146451345,50350,0.0298477227,0.02829575,0.0044263796,0.00451,0.0966666667,0.058304207,0.0515544318,0.0398105977,0.0379560789,0.02,rest_1,session_1,UM_1,1.0591036986,1.0543396161,0.0991185661,0.0200668896,0.1108411682,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
325,0.0010303667,0.00029,0.001940968,0.0008375,0.11,0.0199909475,50351,0.02498616,0.02477135,0.0022632684,0.003089475,0.02,0.0453959161,0.0427442972,0.0181306104,0.02359781,0.0133333333,rest_1,session_1,UM_1,1.0281611482,1.007372157,0.0922468223,0.0602006689,0.0935685333,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
326,0.0034785333,0.00037,0.0129058418,0.0028,0.11,0.0307157504,50352,0.0306556323,0.02867665,0.0058639275,0.0087648,0.0133333333,0.1521166243,0.0943766546,0.178622154,0.1234092255,0.0866666667,rest_1,session_1,UM_1,0.9702716442,0.8750488488,0.3630621393,0.1003344482,0.1554684677,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
327,0.0019183667,0.00028,0.010089356,0.0004025,0.15,0.0610390985,50353,0.0356782713,0.0342743,0.0054536275,0.00411905,0.0533333333,0.0501433394,0.0423452896,0.0395450894,0.0319207562,0.05,rest_1,session_1,UM_1,1.080330477,1.015665849,0.247280074,0.0769230769,0.1626846165,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
328,0.0133930667,0.00055,0.0407148446,0.0029775,0.17,0.0585003139,50354,0.0488338673,0.04165005,0.0201129553,0.01153245,0.1133333333,0.3373213047,0.2019195361,0.394726267,0.3852690939,0.0566666667,rest_1,session_1,UM_1,1.1823480543,0.8459740571,0.7676795515,0.0668896321,0.7740940015,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
329,0.0019737667,0.00035,0.010598576,0.00091,0.0933333333,0.0129316444,50355,0.034281461,0.03319485,0.0065832244,0.005553075,0.03,0.0746199953,0.0524401638,0.1158657843,0.0421679898,0.0933333333,rest_1,session_1,UM_1,1.1179824878,1.0404546312,0.3088449883,0.0969899666,0.1151056566,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
330,0.0014414333,0.00031,0.002749126,0.0010125,0.1266666667,0.014874262,50356,0.0348531187,0.0335711,0.0051075933,0.005510575,0.0733333333,0.0376002587,0.0339617472,0.020590101,0.0279446823,0.0233333333,rest_1,session_1,UM_1,1.1124347292,1.1100336383,0.0929936781,0.0033444816,0.1291177657,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
331,0.0007750333,0.00029,0.0017101728,0.000425,0.1333333333,0.0168555706,50357,0.0343025603,0.0334211,0.0033278596,0.003985975,0.0233333333,0.0514498607,0.0455052918,0.0304936901,0.0339795785,0.0433333333,rest_1,session_1,UM_1,1.0992098718,1.0808380603,0.0865747515,0.0735785953,0.0777885627,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
332,0.0007849333,0.00031,0.002025317,0.0004,0.1466666667,0.0623044876,50358,0.0356370063,0.0347632,0.0026802905,0.003204225,0.0166666667,0.0337992118,0.0257202868,0.030363779,0.0244797917,0.05,rest_1,session_1,UM_1,1.1515477254,1.1341188112,0.1020164352,0.0635451505,0.0656968356,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
333,0.0144289667,0.000745,0.0491788951,0.0042925,0.1233333333,0.0615508084,50359,0.0601239243,0.05333125,0.0238023936,0.013791875,0.1033333333,0.3015496511,0.1577611099,0.4001760622,0.2641762098,0.0966666667,rest_1,session_1,UM_1,1.1054855492,0.8501617875,0.7271999006,0.1036789298,0.4646964492,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
334,0.000721,0.00031,0.0016844252,0.0004125,0.12,0.0273851774,50360,0.02552455,0.0250891,0.0020230129,0.002784975,0.0166666667,0.0522015983,0.0479860579,0.0353787183,0.0301942241,0.0233333333,rest_1,session_1,UM_1,1.1652584648,1.1553233081,0.129270337,0.0434782609,0.0875841385,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
335,0.0005574667,0.00026,0.0010338824,0.00022,0.1033333333,0.0493683723,50361,0.037099545,0.03639755,0.00328413,0.00384885,0.0533333333,0.0539707946,0.047898641,0.0277589871,0.0446426809,0,rest_1,session_1,UM_1,1.0568107237,1.0371590303,0.1009153692,0.0334448161,0.1242058759,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
336,0.0010091667,0.00025,0.0033953646,0.0001825,0.1566666667,0.0636940169,50362,0.038563814,0.03796905,0.002817044,0.002014625,0.0633333333,0.0397099645,0.033034632,0.0266519527,0.0251012509,0.0466666667,rest_1,session_1,UM_1,1.0828759722,1.0552902279,0.1810962241,0.0367892977,0.1719997588,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
337,0.0079317333,0.000655,0.0260749236,0.004885,0.15,0.0549466334,50363,0.0295909543,0.0256739,0.0108185171,0.011020125,0.0433333333,0.1317895735,0.0741218225,0.1917147849,0.0916095005,0.1166666667,rest_1,session_1,UM_1,1.0631945108,0.9286351631,0.4334105598,0.1003344482,0.1871155903,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
338,0.0055886,0.00036,0.0146351535,0.00222,0.1633333333,0.0270976236,50364,0.045356211,0.0415125,0.0103230305,0.007609675,0.11,0.1523942443,0.1156804479,0.1235759949,0.1100422266,0.0633333333,rest_1,session_1,UM_1,1.1582114902,1.0454810927,0.3706074073,0.0735785953,0.3550424377,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
339,0.0007811,0.00029,0.0031237567,0.00023,0.0933333333,0.0488081702,50365,0.038643136,0.0378519,0.0026070472,0.003762025,0.0133333333,0.0694221626,0.05970257,0.0661523795,0.0421040281,0.0233333333,rest_1,session_1,UM_1,1.1771436806,1.144223856,0.1858552836,0.0468227425,0.1390633289,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
340,0.0040510333,0.00035,0.0175442384,0.000895,0.17,0.0621169779,50366,0.034120897,0.03215255,0.0074846669,0.00517715,0.09,0.1028850727,0.0551083174,0.2222592939,0.0496628999,0.1,rest_1,session_1,UM_1,1.1249001538,1.0030212232,0.4849847662,0.0836120401,0.2243630787,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
341,0.003334,0.000265,0.0055018135,0.0039525,0.1466666667,0.0630131408,50367,0.038781455,0.03633785,0.0063887928,0.0097973,0,0.0897895743,0.0642835529,0.0775520211,0.0700662904,0.0633333333,rest_1,session_1,UM_1,1.0504024928,1.0154040347,0.1656605532,0.0735785953,0.1159744134,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
342,0.0012778667,0.000345,0.0040434368,0.0008975,0.0966666667,0.012244489,50368,0.02854866,0.0282189,0.0032446051,0.0028723,0.0366666667,0.0862873933,0.0644157242,0.0837939073,0.05190986,0.0733333333,rest_1,session_1,UM_1,0.9837525814,0.9160399922,0.2285168596,0.0903010033,0.1160565342,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
343,0.0019703,0.00042,0.0036518004,0.0013225,0.2,0.0323561537,50369,0.0429349577,0.04135375,0.005807749,0.00723365,0.0333333333,0.0615292479,0.0542758469,0.0326979237,0.0431155559,0.0166666667,rest_1,session_1,UM_1,0.9786865804,0.9721357593,0.0880292591,0.0200668896,0.0964321154,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
344,0.0044468667,0.000425,0.0099424271,0.00518,0.09,0.0265986729,50370,0.0429102527,0.03922415,0.00943094,0.0126639,0.0233333333,0.133157173,0.0959681148,0.1393340495,0.0890452655,0.0733333333,rest_1,session_1,UM_1,1.1369635496,1.0504508956,0.3671932909,0.0802675585,0.2344013595,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
345,0.0237305667,0.0004,0.0711105708,0.010745,0.15,0.1047345736,50371,0.0454933637,0.0345464,0.0247673324,0.017631675,0.0933333333,0.3463475688,0.1181181787,0.9145893535,0.2696730504,0.0833333333,rest_1,session_1,UM_1,1.1081764071,0.7837032314,0.8602193934,0.1036789298,0.4828756805,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
346,0.0016089667,0.0002,0.005900061,0.000495,0.1633333333,0.0385608399,50372,0.0298693267,0.0279521,0.0059887624,0.0061196,0.05,0.0420057954,0.037093759,0.022004931,0.0241830624,0.0333333333,rest_1,session_1,UM_1,1.0710118644,1.0689768051,0.0598936186,0.0468227425,0.0631054422,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
347,0.0066899,0.00042,0.0476355683,0.0010275,0.1133333333,0.1512549508,50373,0.0379339517,0.0358864,0.0128867214,0.002879325,0.0566666667,0.0905429856,0.0367020171,0.2814263938,0.0412859437,0.13,rest_1,session_1,UM_1,1.1447671288,1.014616584,0.6191768446,0.1137123746,0.1453269593,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
348,0.0036957,0.00029,0.0154740493,0.000765,0.18,0.0560915864,50374,0.0415351133,0.03964385,0.0077784842,0.00407605,0.0866666667,0.0390647836,0.028168735,0.0402584731,0.0228268801,0.0833333333,rest_1,session_1,UM_1,1.1167759696,1.0681044827,0.3490316995,0.0234113712,0.3240748785,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
349,0.0017778333,0.00024,0.0035542698,0.00075,0.2,0.0668160392,50375,0.0436696937,0.04143005,0.0047609168,0.004393,0.0833333333,0.0319585464,0.0259882244,0.0236353498,0.0205337907,0.0466666667,rest_1,session_1,UM_1,1.0392634835,1.005048803,0.1472934449,0.0602006689,0.1508229426,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
350,0.0233522,0.00033,0.0701968295,0.007325,0.1633333333,0.1758904474,50376,0.0555175957,0.04455595,0.0270816658,0.018032875,0.0933333333,0.4660468078,0.1240214209,0.7866382689,0.2763397616,0.18,rest_1,session_1,UM_1,1.2872560896,0.7686034263,1.1557456366,0.1705685619,0.4927993227,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
351,0.0009506333,0.00038,0.0028658502,0.0004125,0.0966666667,0.0349552122,50377,0.0258573973,0.02566805,0.001864563,0.0021997,0.0233333333,0.0662860645,0.051386001,0.0562094707,0.0659814751,0.04,rest_1,session_1,UM_1,1.0491488786,1.0152773408,0.1979014173,0.0602006689,0.1535676515,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
352,0.0041245,0.001175,0.009136294,0.003785,0.1166666667,0.0294002734,50378,0.0395006703,0.03940985,0.0069671673,0.008040675,0.0333333333,0.173305101,0.0973011223,0.234209308,0.1089286214,0.1233333333,rest_1,session_1,UM_1,0.9311644882,0.7793960141,0.4594069641,0.1070234114,0.2152104522,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
353,0.0046694,0.00033,0.0130074889,0.00085,0.16,0.0089435045,50379,0.0413612167,0.0379164,0.0095204546,0.00935585,0.08,0.0898968386,0.0721173608,0.0615292558,0.0624170651,0.05,rest_1,session_1,UM_1,1.0697010825,1.0380775674,0.177877203,0.0434782609,0.2011533243,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
354,0.0070413333,0.00041,0.023290311,0.0020425,0.1433333333,0.0413431536,50380,0.04283721,0.03905735,0.0135540501,0.009099725,0.0966666667,0.2151156274,0.1107164602,0.3139950463,0.1762229041,0.0933333333,rest_1,session_1,UM_1,0.9770557802,0.7231781577,0.6143140445,0.0936454849,0.3967009562,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
355,0.0073105333,0.000695,0.0256825369,0.0022975,0.1266666667,0.0362911915,50381,0.033391615,0.0307592,0.0112085513,0.00642885,0.08,0.2596229236,0.1212475212,0.3472468984,0.1956321879,0.1433333333,rest_1,session_1,UM_1,1.0928677803,0.815927921,0.6173087641,0.1538461538,0.3339500659,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
356,0.0005517333,0.00026,0.001342827,0.00027,0.12,0.1036055936,50382,0.0265516613,0.02646615,0.0024107298,0.003965725,0.0033333333,0.0702293125,0.0648038709,0.0392226438,0.0424099105,0.02,rest_1,session_1,UM_2,1.0783097694,1.0589974077,0.1217497965,0.0200668896,0.1355016803,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
357,0.0135649333,0.004955,0.0290055362,0.0093775,0.1266666667,0.0590498747,50383,0.0538888863,0.05224135,0.0129857998,0.0132184,0.05,0.4854893325,0.1519271469,0.7614806053,0.4486711932,0.1166666667,rest_1,session_1,UM_2,0.8404822576,0.4899118415,0.6747032226,0.0568561873,0.7307546448,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
358,0.0010798667,0.00032,0.0039909158,0.0004925,0.1166666667,0.0215579491,50385,0.028142702,0.0277028,0.003125592,0.0036133,0.0266666667,0.057498578,0.0471497267,0.044311559,0.0302515343,0.0733333333,rest_1,session_1,UM_2,1.1135975214,1.0795794241,0.1674420847,0.0602006689,0.1051554811,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
359,0.0033289333,0.00024,0.0099294675,0.0003775,0.21,0.029724544,50386,0.024202018,0.0222135,0.0054834801,0.003001925,0.1666666667,0.0606832183,0.0505171259,0.0506701914,0.0404835936,0.03,rest_1,session_1,UM_2,1.1178101024,1.0995631946,0.1233460227,0.0334448161,0.0911155138,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
360,0.0122196,0.000195,0.0379013779,0.00079,0.2066666667,0.0266059213,50387,0.040877571,0.0360497,0.0150817929,0.0061679,0.1066666667,0.087572334,0.0733578928,0.0616999899,0.0643296096,0.0333333333,rest_1,session_1,UM_2,1.13454401,1.0821187961,0.2304713707,0.0869565217,0.2170879264,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
361,0.0019620333,0.00036,0.0043687957,0.00122,0.1433333333,0.0226680142,50388,0.0330925353,0.0315735,0.0040575833,0.0038987,0.0666666667,0.1091129202,0.0913081099,0.0800104203,0.06613282,0.0666666667,rest_1,session_1,UM_2,1.0976239109,1.0498644879,0.1924395393,0.0535117057,0.1638583309,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
362,0.0009550667,0.000295,0.0019263723,0.0005925,0.1133333333,0.0304912789,50390,0.0337949747,0.0328697,0.0031970308,0.002724175,0.1,0.0617589881,0.0517446302,0.0453986296,0.0375203466,0.0366666667,rest_1,session_1,UM_2,1.1447673108,1.1249638703,0.1240965321,0.0602006689,0.1134854159,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
363,0.0041261667,0.00041,0.0109661906,0.00298,0.1566666667,0.0380681792,50391,0.0288031203,0.02657105,0.0061732727,0.0049106,0.08,0.1002009766,0.0522528721,0.1688944557,0.0649386849,0.11,rest_1,session_1,UM_2,1.0178989679,0.9334067346,0.3614788264,0.0869565217,0.1180219856,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
364,0.0016320667,0.00024,0.0030301716,0.0019325,0.0666666667,0.0289805138,50397,0.0376537787,0.03621745,0.0044027387,0.006801375,0.0033333333,0.0375426353,0.0284139345,0.0594556751,0.0193628683,0.07,rest_1,session_1,UM_2,1.0252170525,0.9900277372,0.2039069085,0.0735785953,0.1452946425,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
365,0.0144207667,0.00016,0.0302387763,0.00156,0.23,0.0194621474,50399,0.0437019503,0.03526115,0.0179295129,0.009211375,0.18,0.1026707109,0.0785176799,0.0831521193,0.0885412388,0.0366666667,rest_1,session_1,UM_2,1.1253490299,1.0976294528,0.1672699421,0.016722408,0.2041265948,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
366,0.0005211667,0.00026,0.0008185542,0.00016,0.1733333333,0.0099587603,50402,0.0411185803,0.04028985,0.0024382462,0.00162355,0.13,0.0296465444,0.0253426343,0.017540358,0.018910769,0.0566666667,rest_1,session_1,UM_2,1.0542344731,1.0350668625,0.0942813649,0.0066889632,0.1394012264,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
367,0.0118193,0.00037,0.0448685522,0.00235,0.16,0.0544974672,50403,0.029153964,0.02476575,0.0133020913,0.00599545,0.12,0.2415955693,0.1329204817,0.3315746699,0.2198101267,0.1,rest_1,session_1,UM_2,1.065245596,0.7862491732,0.6629179228,0.0769230769,0.5326119581,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
368,0.0006436,0.00032,0.0008422219,0.00043,0.1166666667,0.0279263688,50404,0.0386303,0.03820715,0.0017429096,0.0020867,0.04,0.03864794,0.0367481285,0.017228943,0.0212705223,0.01,rest_1,session_1,UM_2,1.1480229395,1.1369226509,0.0773144225,0.0501672241,0.0867172805,,16,,,,1,,3.4375,3.4375,3,1,108.28125,-108.28125,-58.5,0,1,0,,,1,0,0,39,0,[  -3.4375    -0.        -0.       108.28125],[  -0.         3.4375    -0.      -108.28125],[  0.    0.    3.  -58.5],0,2
